건축물명,건축물 위치,층수(지상_지하),조사년도,총발생량(톤),일평균발생량(톤/일),미사용_하수도방류(톤/일)
튼튼영어빌딩,논현로 164(도곡동 514-2),10/3,2023,428.0,2.33,2.33
수서빌딩,광평로 281(수서동 715),16/7,2023,10620.0,57.72,57.72
티에이모토,논현로18길 9(개포동 1237),6/3,2023,7444.0,40.46,40.46
삼성생명,일원로 121(일원본동 717),9/7,2023,928.0,5.04,5.04
역삼 푸르지오시티,논현로85길 52(역삼동 735-17),15/7,2023,1948.0,10.59,10.59
현대자동차 글로벌비즈니스센터 공사현장,영동대로 512(삼성동 167),0/5,2023,18673.0,101.48,101.48
역삼 자이아파트,역삼동 711-1번지,31/3,2023,7244.0,39.37,39.37
자생한방병원,논현동 142-3번지,15/7,2023,2418.0,13.14,13.14
아이콘역삼빌딩,역삼동 706-19번지,15/7,2023,2229.0,12.11,12.11
다산건설엔지니어링㈜,논현로175길 101-4(신사동 525-12),5/3,2023,2781.0,15.11,15.11
㈜성풍건설 공사현장,압구정동 479,/,2023,119638.0,650.21,650.21
신세계인터네셔날,도산대로 449(청담동 97-5),15/4,2023,6376.0,34.65,34.65
㈜성풍건설 공사현장,청담동 77-4,/,2023,88899.0,483.15,483.15
동덕여자대학교디자인대학,삼성로 762(청담동 49-21),7/4,2023,7061.0,38.38,38.38
위너청담 공사현장,청담동 106-4,20/4,2023,487.0,2.65,2.65
파르나스호텔,봉은사로 524(삼성동 159),29/6,2023,1704.0,9.26,9.26
삼성동센트럴아이파크,삼성로 629(삼성동 188),3/31,2023,9272.0,50.39,50.39
L7 HOTELS강남타워,테헤란로415(삼성동 142-42),27/6,2023,844.0,4.59,4.59
래미안대치팰리스2단지,삼성로51길 35(대치동 1027),35/3,2023,22514.0,122.36,122.36
강남N타워,테헤란로129(역삼동 648-9),24/7,2023,916136.0,4979.0,4979.0
새롬빌딩,선릉로 551(역삼동 683-34),6/3,2023,4576.0,24.87,24.87
섬광의료재단,봉은사로 156(역삼동 605),15/7,2023,4530.0,24.62,24.62
한국과학기술회관1관,테헤란로7길21(역삼동 635-1),1/4,2023,306.0,1.66,1.66
스톤엘리시온 역삼,논현로 337(역삼동 790-9),11/4,2023,90.0,0.49,0.49
케이스퀘어강남2,강남대로 374(역삼동 826-1),20/4,2023,1610.0,8.75,8.75
파비스빌딩(하이프린트24),논현로 172(도곡동 410-9),7/3,2023,3789.0,20.59,20.59
광림교회 목자관,압구정로22길 32(신사동 568-21),5/1,2023,22.0,0.12,0.12
(주)한라인더스트리 공사현장,테헤란로33길 12(역삼동678-18),0/0,2023,480.0,2.61,2.61
하이엔드도시형생활주택,신사동 561-3,/,2023,6.0,0.03,0.03
우일타운,다산로 274,22/5,2023,366.16,1.99,1.99
엘크루 메트로시티,충무로 13,19/7,2023,1490.4,8.1,8.1
미래에셋센터원빌딩,을지로5길 26,31/8,2023,1464.64,7.96,7.96
㈜케이알앤씨,청계천로 30,19/6,2023,3659.76,19.89,19.89
남산SK리더스뷰,퇴계로 72,30/7,2023,426.88,2.32,2.32
시그니쳐타워,청계천로 100,17/6,2023,3496.0,19.0,19.0
신한은행명동금융센터,명동길 43,7/4,2023,9.2,0.05,0.05
(재)천주교서울대교구유지재단,명동길 74,10/4,2023,428.72,2.33,2.33
IBK파이낸스타워,을지로 82,27/7,2023,9770.4,53.1,38.1
신한 L타워,삼일대로 358,22/7,2023,2734.24,14.86,14.86
나인트리호텔,마른내로 28,11/5,2023,2515.28,13.67,13.67
덕수궁롯데캐슬,서소문로9길 28,22/5,2023,5704.0,31.0,31.0
한국통신 ,공덕동 435-11,/,2022,5326.83,29.43,29.43
한국통신 가좌지점(지점장),상암동 24-2,/,2022,1799.14,9.94,9.94
아일렉스홍대,동교동 160-4,11/6,2022,543.0,3.0,3.0
kt 신촌지사,동교동 157-1,5/1,2022,8262.65,45.65,45.65
아현변전소,아현동 275-5,3/1,2022,9231.0,51.0,51.0
신촌숲아이파크,신수동 93-102,35/3,2022,13937.0,77.0,77.0
마포웨스트리버 태영데시앙,창전동 449,21/3,2022,2353.0,13.0,13.0
sk리더스뷰아파트,공덕동 385-52,29/5,2022,7240.0,40.0,40.0
창비서교빌딩,서교동 475-34,/,2022,181.0,1.0,1.0
상암도시엔,월드컵로34길 8,12/4,2022,10062.0,55.59,55.59
두드림빌딩,월드컵로13길 34,6/1,2022,392.77,2.17,2.17
㈜문화방송,성암로 267,/,2022,1316.0,7.27,7.27
㈜문화방송,성암로 255,/,2022,1214.0,6.71,6.71
엔에프컨소시엄㈜,성암산로 34,23/7,2022,1316.0,7.27,7.27
DDMC,매봉산로 75,19/6,2022,54.3,0.3,0.3
삼성SDS,월드컵북로60길 24 ,13/8,2022,84090.79,464.59,464.59
강변한신코아,마포대로4다길 18,18/2,2022,3176.0,17.55,17.55
동우자인채스토리 상암 신축공사,월드컵로34길 20(성산동)지하5층,15/5,2022,181.0,1.0,1.0
상암미르웰 한울림오피스텔,모래내로3길 11(성산동)지하5층,15/5,2022,3439.0,19.0,19.0
마포세무서 신축공사,독막로 234(신수동) 지하4층,7/4,2022,4808.0,26.56,26.56
상암푸르지오 오피스텔 신축공사,상암동 1596,16.18/8,2022,3420.0,18.9,18.9
홍익대학교 제2기숙사,와우산로 94 (상수동),24/2,2022,7059.0,39.0,39.0
아만티 호텔,서교동 447-1,15/5,2022,13741.0,75.92,75.92
당인리 화력발전소 ㈜포스코건설,합정동 55-1,10/2,2022,9679.88,53.48,53.48
YTN 미디어센터,상암산로 76 (상암동),18/6,2022,2695.0,14.89,14.89
상암두산위브 센티움,월드컵로36길 14 (성산동) ,15/5,2022,8869.0,49.0,49.0
공덕푸르지오 시티오피스텔,마포대로 156 (공덕동),20/5,2022,9593.0,53.0,53.0
디엠씨씨 프로젝트 금융투자 주식회사,상암산로 48-6 (상암동),21/6,2022,362.0,2.0,2.0
교통안전공단 상암자동차검사소 ,구룡길 15 (상암동),3/2,2022,362.0,2.0,2.0
중소기업중앙회,성암로 189 (상암동),20/6,2022,21358.0,118.0,118.0
팬엔터테이먼트,월드컵북로58길 10 (상암동),13/4,2022,54.3,0.3,0.3
우리금융상암센타,월드컵북로60길 17 (상암동),13/5,2022,21491.94,118.74,118.74
농협하나로마트,신촌로 66 (노고산동),12/5,2022,3828.0,21.15,21.15
KCC엠파이어리버,양화로 26 (합정동),25/8,2022,7724.0,42.67,22.67
새한빌딩,굴레방로 11-1 (아현동) ,5/2,2022,1770.18,9.78,9.78
태성빌딩,방울내로 79 (망원동),8/2,2022,1699.59,9.39,9.39
㈜엘지유플러스,월드컵북로 416 (상암동),14/6,2022,13394.0,74.0,74.0
CJ개발주식회사,상암산로 66 (상암동),19/6,2022,5068.0,28.0,28.0
우리기술,월드컵북로56길 9 (상암동),13/5,2022,1372.0,7.58,7.58
스타피카소,양화로 176 (동교동),11/6,2022,8748.0,48.33,48.33
전자회관,월드컵북로54길 11(상암동),12/5,2022,2393.0,13.22,13.22
누리꿈스퀘어,월드컵북로 396 (상암동),12/3,2022,905.0,5.0,5.0
대우미래사랑,월드컵북로5나길 18(서교동),12/3,2022,16290.0,90.0,90.0
현대하이엘,마포대로 173 (공덕동),19/3,2022,2256.0,12.46,12.46
태영데시앙,독막로 320 (도화동),17/7,2022,1800.0,9.94,9.94
대심로공사현장,목동동로 298 (목동915),터널/터널,2022,3230000.0,1784.5,1784.5
LIG합정빌딩,양화로 19 (합정동),24/8,2022,4716.0,26.06,26.06
타워텔빌딩,마들로 11가길 13-6,/,2022,55.2,0.3,0.3
KING 프라자,마들로 11가길 16,/,2022,432.4,2.35,2.35
삼원프라자,노해로 69길 17-9,/,2022,180.32,0.98,0.98
창동씨티월드,노해로 69길 26,/,2022,575.92,3.13,3.13
신원에벤에셀아파트,해등로 255,/,2022,362.48,1.97,1.97
신원에벤에셀프라자,해등로 255,/,2022,362.48,1.97,1.97
도봉월드,마들로 650,/,2022,719.44,3.91,3.91
삼환프라자,도봉로 575,/,2022,432.4,2.35,2.35
창동신원리베르텔,노해로341,/,2022,5670.88,30.82,30.82
하이마트종합전자백화점,노해로397,/,2022,3455.52,18.78,18.78
백상빌딩,노해로 397-15,/,2022,4320.32,23.48,23.48
인터엠빌딩,도봉로 719,/,2022,4949.6,26.9,26.9
도봉동 앰블램오피스텔,도봉동 62-1(도봉로180길 38),13/3,2022,2392.0,13.0,13.0
SYO빌딩,방학동 676-21(방학로3길 6),6/2,2022,2855.68,15.52,15.52
롯데건설㈜,창4동 135(마들로11길 77),10/2,2022,5063.68,27.52,27.52
성원아파트,창4동 743-15 (마들로16길 56),17/2,2022,1554.8,8.45,8.45
도봉한양수자인아파트,도봉2동657(마들로724),15/3,2022,4320.32,23.48,23.48
대동아파트,창5동 811(도봉로642-30),19/0,2022,4320.32,23.48,23.48
신동아 아파트,방학3동 272(방학로 193),12/1,2022,10929.6,59.4,59.4
파라스파라 ,"서울특별시 강북구  삼양로 689, 101동 (우이동 346)",/,2022,4673.0,25.4,25.4
씨엔에스유통주 미아셀프주유소,서울특별시 강북구  도봉로 200(미아동 197-14),/,2022,306.0,1.66,1.66
교육관,(지하)서울특별시 강북구  도봉로 51-19(미아동 465-4),3/1,2022,1827.0,9.93,9.93
곡예곤,서울특별시 강북구  도봉로 190(미아동 121-20),8/1,2022,357.0,1.94,-0.06
수유역푸르지오시티,도봉로 290(미아동),20/3,2022,3870.0,21.03,21.03
강북제일교회,도봉로 214(미아동),5/3,2022,12960.0,70.43,70.43
㈜씨네플랜,도봉로 399(수유동),10/3,2022,12960.0,70.43,70.43
한국마사회,도봉로 302(번동),12/6,2022,6575.0,35.73,-0.27
강북노인요양원,삼양로92길 20(수유동),7/2,2022,594.0,3.23,0.23
에코피아빌딩,도봉로 30(송중동),12/4,2022,5130.0,27.88,27.88
풍양빌딩,도봉로 136(송중동),10/3,2022,1092.0,5.93,5.93
수유현대아파트,한천로 1131(수유동),15/3,2022,1782.0,9.68,9.68
아쿠아산소사우나,한천로 1131(수유동),15/3,2022,23146.0,125.79,-0.21
삼성화재 번동사옥,도봉로 314(번동),14/9,2022,34424.0,187.09,187.09
롯데백화점,도봉로 60(송중동),10/7,2022,8305.0,45.14,0.14
코스타타워,도봉로 358(번동),14/5,2022,2010.0,10.92,10.92
수유삼호 APT/프라자,도봉로 256(수유동),21/5,2022,4134.0,22.47,0.47
일상빌딩,고려대로5길 93,7/2,2022,19872.0,108.0,0.0
성북동 에스빌딩,성북로 68,4/2,2022,5468.48,29.72,29.72
동북선 1구역(금호건설),종암로 45,/,2022,13855.2,75.3,75.3
고려대학교 최첨단융복합센터,고려대로 73,8/5,2022,5052.64,27.46,27.46
보문제2구역 주택재개발(보문2구역),보문로1가 60-2,18/2,2022,14701.6,79.9,79.9
서울성북미디어문화마루,길음로7길 20,4/2,2022,8079.44,43.91,43.91
길음서희스타힐스,동소문로 284(하월곡동 229),23/6,2022,8857.76,48.14,48.14
래미안아트리치(석관2구역),돌곶이로8길 22,23/2,2022,18477.28,100.42,100.42
과기원L3연구동건설현장,화랑로14길 5,6/2,2022,18368.72,99.83,99.83
(주)한샘,성암로 179 (상암동),22/5,2022,27738.0,153.25,139.25
KBS미디어센타,매봉산로 45 (상암동),21/5,2022,2715.0,15.0,15.0
KGIT센터관리단,월드컵북로 402 (상암동),21/5,2022,9.05,0.05,0.05
엘지씨앤에스,월드컵북로 424 (상암동),12/4,2022,1810.0,10.0,10.0
메트로디오빌,백범로 199 (신공덕동),30/8,2022,4137.66,22.86,22.86
효성인텔리안,마포대로 208 (아현동) ,21/6,2022,390.0,2.15,2.15
파크팰리스2 (아파트),마포대로 143 (공덕동),21/4,2022,885.0,4.89,4.89
마포트라팰리스,마포대로 53 (도화동),31/5,2022,3913.0,21.62,21.62
교보생명빌딩,신촌로 134 (노고산동),8/4,2022,2937.0,16.23,16.23
상암이안아파텔2,월드컵로 204 (성산동),15/3,2022,4662.0,25.76,25.76
세방오피스텔,독막로 100 (상수동),15/4,2022,1433.52,7.92,7.92
서울삼성아파트,마포대로 262 (아현동),22/2,2022,1044.0,5.77,5.77
태영빌딩,마포대로 144 (공덕동),18/6,2022,2820.0,15.58,15.58
미래프라자,양화로 166 (동교동),15/5,2022,1422.0,7.86,2.71
공덕빌딩,마포대로 119 (공덕동),16/5,2022,342.0,1.89,1.89
한국사회복지회관,만리재로 14 (공덕동),23/7,2022,2947.0,16.28,16.28
별정우체국연합회,마포대로 130 (공덕동),18/6,2022,4443.55,24.55,4.55
미래에셋생명,마포대로 163 (공덕동),18/5,2022,161.0,0.89,0.89
그랜드백화점,신촌로 94 (노고산동),12/4,2022,667.0,3.69,3.69
마젤란21,동교동 156-2,18/5,2022,1.81,0.01,0.01
풍림브아이피텔,마포대로 127 (공덕동),18/4,2022,820.0,4.53,4.53
씨에스타워,월드컵북로 137 (성산동),10/2,2022,2244.0,12.4,12.4
명지빌드웰 오피스텔,양화로 58 (서교동),15/4,2022,1392.0,7.69,7.69
스페이스오피스텔,서강로 131 (노고산동),15/5,2022,1913.0,10.57,10.57
삼성아파트1,백범로37길 12 (신공덕동),23/1,2022,1350.0,7.46,7.46
마포타워,마포대로4다길 41 (마포동) ,16/3,2022,5827.0,32.19,32.19
엘지펠리스빌딩,양화로 156 (동교동),18/7,2022,15552.0,85.92,85.92
월드컵참누리 아파트,월드컵북로38길 53 (중동),25/2,2022,2076.0,11.47,11.47
동성아파트,모래내로3길 4 (성산동),/2,2022,1810.0,10.0,10.0
고려아카데미텔1,마포대로 196 (아현동) ,17/4,2022,3293.0,18.19,18.19
삼성아파트2,만리재로 74 (신공덕동),18/4,2022,6651.75,36.75,16.75
브라운스톤연희,연희로 82(연희동194-30),13/3,2022,34.39,0.19,0.19
북아현1-2구역조합,북아현로1길 50(북아현동174),/,2022,100.45,0.55,0.55
신촌자이엘라,신촌로 149(대현동104-36),23/6,2022,3058.9,16.9,16.9
명지대학교,거북골로 34(남가좌동 50-3),/,2022,17126.22,94.62,94.62
그랜드힐튼호텔,연희로 353(홍은동 201-1),/,2022,32485.88,179.48,179.48
서울여자간호대학,간호대로 38(홍제동 287-89),/,2022,6307.15,34.85,34.85
연세대학,"신촌동 134 ,연세대",/,2022,28534.65,157.65,157.65
연세의료원(바이오메디칼센타),대신동 52,/,2022,5768.47,31.87,31.87
현대백화점,신촌로 83(창천동 30-33),12/6,2022,52.49,0.29,0.29
이화여대(ECC관),"이화여대길 52(대현동 11-1 ,이화여대",/,2022,8972.17,49.57,49.57
김진성 ㈜버티고,연세로 8-1(창천동 18-58),15/6,2022,5444.48,30.08,30.08
연세의료원(오폐수처리장),"연세로 50(신촌동 134 ,연세의료원(오폐수처리장) )",/,2022,2409.11,13.31,13.31
동아일보사,충정로 29(충정로3가 139),17/6,2022,1313.74,7.26,7.26
백상빌딩,신촌로 231(북아현동221-7),5/2,2022,730.96,4.04,4.04
구의아크로리버,구의강변로 64,37/5,2022,18.0,0.1,0.1
성수SKV1center Ⅱ,광나루로8길 31(성수동2가),12/5,2022,12790.0,69.51,69.51
갤러리아 포레 상가,서울숲2길 32-14 (성수1가2동),45/7,2022,27875.0,151.49,151.49
성수동 오피스 신축공사,연무장7길 15(성수동2가) ,10/5,2022,258.0,1.4,1.4
무학빌딩,고산자로 202(행당동),5/2,2022,342.0,1.86,1.86
성수 CF타워 신축공사,성수동2가 284-124,12/4,2022,39425.0,214.27,214.27
무신사 신사옥 신축공사,연무장길 83(성수동2가) ,10/4,2022,1074.0,5.84,5.84
CORNER50,연무장11길 8(성수동2가),12/5,2022,1080.0,5.87,5.87
우리큐브,연무장11길 10(성수동2가) ,10/4,2022,333.0,1.81,1.81
아크로서울포레스트,왕십리로 83-21(성수동1가),49/7,2022,46090.0,250.49,200.49
부라다리빙텔,자동차시장1길 73(용답동),18/4,2022,279.0,1.52,1.52
용답동 오피스텔 신축공사,가람길 267(용답동),16/4,2022,1387.0,7.54,7.54
동우리힐스,천호대로 380-7(용답동),15/2,2022,2.0,0.01,0.01
서울숲에이원센터,상원12길 34(성수동1가),15/5,2022,3130.0,17.01,17.01
무신사,아차산로13길 11(성수동2가),10/4,2022,4324.0,23.5,23.5
아이아이컴바인드 신사옥 신축공사,뚝섬로15길 1(성수동2가),14/5,2022,10778.0,58.58,58.58
흥우산업㈜,용산구  이태원로 271(한남동) 흥우산업(주),/,2022,70666.0,384.05,384.05
고덕센트럴푸르지오아파트,고덕로 399,~36(4개동)/7,2022,4470.7,24.7,24.7
고덕아르테온,고덕로 360,~34(41개동)/3,2022,2606.4,14.4,14.4
도드람통합사옥,고덕동 98-7,15/5,2022,5303.3,29.3,29.3
에스메디칼㈜,고덕동 98-6,16/5,2022,1031.7,5.7,5.7
KMH사옥,고덕동 38-12,10/6,2022,17068.3,94.3,94.3
금정우리가아파트,고덕로27길 7,11/3,2022,36.2,0.2,0.2
대한예수교장로회 은혜 광성교회,천중로18길 72,6/4,2022,524.9,2.9,2.9
젠트리스,성내동 48-6,45/7,2022,29684.0,164.0,164.0
SK 라이프스타일 스테이션,천호대로 1221,4/2,2022,1484.2,8.2,8.2
신라교역 신사옥,고덕비즈밸리로6길 30,20/5,2022,29285.8,161.8,161.8
SC MEDI TOWER,길동 412-10,13/3,2022,9701.6,53.6,53.6
고덕그라시움,고덕로 333,~35(53개동)/3,2022,181.0,1.0,1.0
고덕역 갑을명가시티 오피스텔,동남로75길 27,15/3,2022,16416.7,90.7,90.7
삼성엔지니어링㈜,상일로6길 26,15/4,2022,68635.2,379.2,0.0
현대백화점,천호대로 1005,14/7,2022,12434.7,68.7,68.7
대우한강베네시티 ,올림픽로 664(천호동),22/7,2022,12670.0,70.0,70.0
아주건설㈜,서울특별시 송파구 거여동 37,8/2,2022,181.0,1.0,1.0
한전(가락 전력구),서울특별시 송파구 문정동 150-15,/,2022,2172.0,12.0,12.0
서울주택도시공사,거여동 61-4,15~22/2,2022,362.0,2.0,2.0
건국건설,방이동 39번지,16/2,2022,6697.0,37.0,37.0
"동우개발㈜, 엘루이시티",방이동 28-2,16/3,2022,7240.0,40.0,40.0
한솔병원(이동근) 신관,백제고분로39길 14-20,7/4,2022,543.0,3.0,3.0
"㈜KCC건설, 농업형동조합",송파대로 155,14/5,2022,7602.0,42.0,42.0
은성산업㈜,올림픽로34길 5-13,19/4,2022,1086.0,6.0,6.0
파크웨이,올림픽로34길 5-23,18/3,2022,33.99,0.19,0.19
서울한방병원,법원로11길 32,13/3,2022,724.0,4.0,4.0
위너스오피스텔,백제고분로 63,10/4,2022,1448.0,8.0,8.0
㈜중흥토건,진관동 76-40,1/4,2022,28346.41,156.61,156.61
㈜호반건설,대조동 2-9,28/6,2022,6977.55,38.55,38.55
힐데스하임,진관3로 11(진관동 64),16/3,2022,2405.49,13.29,13.29
은평성모병원,통일로 1021,17/7,2022,9739.61,53.81,53.81
SW메디컬빌딩,진관동 69,11/2,2022,678.75,3.75,3.75
은평뉴타운엘크루아파트,진관3로 21(진관동 65),20/4,2022,1793.71,9.91,9.91
은평솔하임관리사무소,진관동 59-18,20/5,2022,7294.3,40.3,40.3
펌스개발쇼핑몰(NC백화점),불광로 20(대조동 240),16/8,2022,72.4,0.4,0.4
알음종합건설,상계63동 95-182,6/3,2022,5350.36,29.56,29.56
보미건설,상계6.7동 706-2,20/4,2022,24380.7,134.7,134.7
코원건설,동일로174길 42,15/2,2022,1770.72,9.78,9.78
중앙하이츠아쿠아아파트,공릉로 430(중계2.3동 514),10/2,2022,88.69,0.49,0.49
월계센트럴아이파크 아파트,초안산로2라길 26(월계2동 645-3),17~30/2,2022,29622.46,163.66,163.66
국민은행 노원종합금융센터,"동일로1405(상계6,7동 731-5)",15/6,2022,29247.79,161.59,161.59
태경빌딩,한글비석로271 (중계1동 359-20),8/2,2022,247.61,1.37,1.37
공릉 신도1차아파트,동일로191가길 59(공릉1동 748),19/2,2022,1216.32,6.72,6.72
공릉 삼익2차아파트,공릉로 34길 118(공릉2동 754),7~18/2,2022,4835.74,26.72,26.72
공릉 한보아파트,공릉로 46길 19(공릉2동 743),12~20/2,2022,10816.56,59.76,59.76
예수사랑교회,노원로6(공릉2동 112-4),4/2,2022,1876.61,10.37,10.37
염광아름빌 아파트,덕릉로79길 23 (중계4동 445),15~26/2,2022,312.77,1.73,1.73
노블씨티,한글비석로 276(중계본동 366-11),9/4,2022,364.9,2.02,2.02
동천재활체육센터,노원로 18길 41,0/3,2022,1390.08,7.68,7.68
삼부프라자,한글비석로 242,8/4,2022,162.9,0.9,0.9
대신빌딩,노원로 236,8/3,2022,3323.16,18.36,18.36
양지대림2차 아파트,덕릉로 73길 28,25/3,2022,177.02,0.98,0.98
건영백화점,섬밭로 258,8/4,2022,808.53,4.47,4.47
상현교회,한글비석로 290,7/3,2022,850.7,4.7,4.7
유경데파트,한글비석로 232,8/5,2022,143.35,0.79,0.79
중계두타빌,중계동 360-9,7/4,2022,1233.52,6.82,6.82
현대아파트,석계로 49,27/3,2022,1998.24,11.04,11.04
월계 2차 한일아파트,석계로 13길 6-10,19/3,2022,336.48,1.86,1.86
