"건축물명","건축물 위치","층수(지상_지하)","연면적","조사년도","총발생량(톤)","일평균발생량(톤/일)","일평균이용현황(톤/일)_하천방류","일평균이용현황(톤/일)_도로청소","일평균이용현황(톤/일)_공원용수","일평균이용현황(톤/일)_화장실세척","일평균이용현황(톤/일)_건물용수","미사용_하수도방류(톤/일)","일평균이용현황(톤/일)_기타건물용수"
"동대문구청장","천호대로 145(용두동 39-9)","9층/지하2층","33945","2024","7079.80","38.90","","","","","0.00","38.90",""
"해링턴플레이스","고산자로34길 70(용두동 11-1)","40층/지하6층","59775","2024","1073.80","5.90","","","","","0.00","5.90",""
"롯데캐슬스카이엘65 아파트 입주자대표회의","답십리로 27(전농동 620-47)","65층/지하7층","382099","2024","16216.20","89.10","","","","","0.00","89.10",""
"롯데캐슬피렌체 상가","정릉천동로 58(용두동 790)","14층/지하3층","51599.83","2024","1237.60","6.80","","","","","0.00","6.80",""
"현대백화점(미아점)","동소문로 315","11층/5층","88702","2024","10064.00","55.30","","","","","0.00","55.30",""
"홀리데이인 성북","종암로 123","10층/3층","10262","2024","3215.00","17.66","","","","","0.00","17.66",""
"용산토투밸리","새창로 217 6층 (한강로2가 2-37 ) 토투밸리빌딩관리","15/6","5328","2024","1628.90","8.95","","","","","0.00","8.95",""
"용산씨티파크2단지","서빙고로 31  (한강로3가)","43/3","126765","2024","857.20","4.71","","","","","0.00","4.71",""
"이안용산프리미어","청파로 213 외31필지 (문배동 3-3 ) ","34/5","55938","2024","2895.60","15.91","","","","","0.00","15.91",""
"대우월드마크용산","한강대로 211  (한강로1가 64  ) ","37/6","75703","2024","935.50","5.14","","","","","0.00","5.14",""
"한국정보통신공사","한강대로 308  (갈월동 16  )","13/2","5547","2024","1854.60","10.19","","","","","0.00","10.19",""
"GS한강에클라트","이촌로 1  (한강로3가, GS한강에클라트) ","26/6","35378","2024","31693.50","174.14","","","25.00","","0.00","149.14",""
"한강메카트리움","한강대로43길 8  (한강로2가 2-8 B4 기계실,주차블럭22,42,15) ","33/4","43693","2024","6461.00","35.50","","","","","0.00","35.50",""
"용산씨제이나인파크","백범로90다길 12  (문배동)","28/3","43885","2024","533.30","2.93","","","","","0.00","2.93",""
"국립중앙박물관","서빙고로 137  (용산동6가)","6/2","137255","2024","11633.40","63.92","","","","48.00","0.00","15.97",""
"㈜우리은행, 비씨카드㈜","을지로 170-1","20/8","146675","2024","32396.00","178.00","","","50.00","","0.00","128.00",""
"올레오더블유","마장로1길 22","14/8","17170","2024","0.00","0.00","","","","","0.00","0.00",""
"KGIT센터관리단","월드컵북로 402 (상암동)","21/5","44839","2024","0.00","0.00","","","","","0.00","0.00",""
"우일프라자","마장로 62","5/10","9843","2024","127.40","0.70","","","","","0.00","0.70",""
"을지로3가구역 6지구 도시정비형 재개발 신축공사","수표동 35-10","17/7","","2024","1081.10","5.94","","","","","0.00","5.94",""
"초동 업무시설 신축공사","초동 107-12","16/5","38866","2024","5618.30","30.87","","","","","0.00","30.87",""
"세운재정비촉진지구 6-3-3","을지로22길 11","20/8","62051","2024","6157.10","33.83","","","","","0.00","33.83",""
"쌍용타운나인트리호텔","초동 72-10","17/5","25629","2024","2502.50","13.75","","","","","0.00","13.75",""
"더솔라고세운","충무로2길 9","/","","2024","8357.40","45.92","","","","","0.00","45.92",""
"충무로엘크루메트로시티2","퇴계로49길 14","20/5","22952","2024","4368.00","24.00","","","","","0.00","24.00",""
"신세계 도심연수원","장충동 56-85","6/5","9566","2024","7.30","0.04","","","","","0.00","0.04",""
"㈜디앤오 교육연구시설","소파로 131","4/3","11069","2024","87.40","0.48","","","","","0.00","0.48",""
"장교12지구도시정비산업 신축공사장","청계천로 106","17/6","5572","2024","0.00","0.00","","","","","0.00","0.00",""
"한외빌딩","다동길 43","15/5","22479","2024","0.00","0.00","","","","","0.00","0.00",""
"건설업 우원개발㈜","봉래동2가 124","1/1","40000","2024","24206.00","133.00","","","","","0.00","133.00",""
"ytn빌딩","세종대로 17","20/6","42314","2024","0.00","0.00","","","","","0.00","0.00",""
"동화약품사옥 신축공사장","순화동 5-1","16/5","15820","2024","78.30","0.43","","","","","0.00","0.43",""
"브릴란테덕수궁오피스텔 건축현장","북창동 111-1","15/3","8216","2024","664.30","3.65","","","","","0.00","3.65",""
"쌍용더플래티넘 서울역 오피스텔","청파로 454","22/7","","2024","5278.00","29.00","","","3.00","","0.00","26.00",""
"서울 파이넨스센타","세종대로 136","30/8","119008","2024","0.00","0.00","","","","","0.00","0.00",""
"르메르디앙 서울 명동","명동8나길 38","15/5","42972","2024","7243.60","39.80","","","","","0.00","39.80",""
"봉래구역 제1지구 도시정비형 재개발사업","칠패로 28","1/1","40000","2024","955.50","5.25","","","","","0.00","5.25",""
"힐스테이트 세운센트럴 2단지","입정동 280","27/8","77404","2024","26271.70","144.35","","","29.80","","0.00","114.55",""
"힐스테이트 세운센트럴 1단지","입정동 277","27/8","52815","2024","33670.00","185.00","","","79.00","","0.00","106.00",""
"에피소드신촌369","노고산동 57-50","20/5","22054.06","2024","0.00","0.00","","","","","0.00","0.00",""
"아일렉스홍대","동교동 160-4","11/6","15445","2024","600.60","3.30","","","","","0.00","3.30",""
"아현변전소","아현동 275-5","3/1","2135.39","2024","14095.90","77.45","","","","","0.00","77.45",""
"신촌숲아이파크","신수동 93-102","35/3","167122","2024","9811.60","53.91","","","","","0.00","53.91",""
"마포웨스트리버 태영데시앙","창전동 449","21/3","43400","2024","658.80","3.62","","","","","0.00","3.62",""
"sk리더스뷰아파트","공덕동 385-52","29/5","93414","2024","6615.70","36.35","","","","","0.00","36.35",""
"엘지씨앤에스","월드컵북로 424 (상암동)","12/4","13387","2024","3301.50","18.14","","","","","0.00","18.14",""
"메트로디오빌","백범로 199 (신공덕동)","30/8","46371","2024","4500.90","24.73","","","","","0.00","24.73",""
"효성인텔리안","마포대로 208 (아현동) ","21/6","23906","2024","389.50","2.14","","","","","0.00","2.14",""
"파크팰리스2아파트","마포대로 143 (공덕동)","21/4","25553","2024","449.50","2.47","","","2.50","","0.00","-0.03",""
"㈜명동밀레오레관리단","퇴계로 115","17/7","37799","2024","1346.80","7.40","","","","","0.00","7.40",""
"㈜굿모닝시티","장충단로 247","16/7","92139","2024","3166.80","17.40","","","","","0.00","17.40",""
"황학아크로타워","퇴계로 447","20/6","24093","2024","1.80","0.01","","","","","0.00","0.01",""
"두산타워","장충단로 275","33/7","122650","2024","5460.00","30.00","","","4.60","","0.00","25.40",""
"힐스테이트청량리역","왕산로 239(청량리동 235-6)","20층/지하7층","64523","2024","3694.60","20.30","","","","","0.00","20.30",""
"드플랏장안","장한로 82(장안동 364-3)","20층/지하4층","17617","2024","9300.20","51.10","","","","","0.00","51.10",""
"청량리 메트로블","용두동 26-14","28층/지하6층","40786.9","2024","18673.20","102.60","","","","","0.00","102.60",""
"청량리 리버리치3차","왕산로 184(전농동620-20)","15층/지하3층","3289.3","2024","1601.60","8.80","","","","","0.00","8.80",""
"힐스테이트장안센트럴","장안동 366-7","20층/지하6층","50203","2024","6424.60","35.30","","","","","0.00","35.30",""
"힐스테이트청계","천호대로55길 11(답십리동 1009)","30층/지하3층","114464","2024","72.80","0.40","","","","","0.00","0.40",""
"휘경sk뷰아파트","휘경로 60(휘경동 128-12)","29층/지하3층","133637","2024","50887.20","279.60","","","279.60","","0.00","0.00",""
"민족통일빌","홍릉로3길 55(제기동 615-1)","5층/지하1층","1123","2024","1456.00","8.00","","","","","0.00","8.00",""
"글로리아타워","신설동 98-30","16층/지하2층","9146","2024","182.00","1.00","","","","","0.00","1.00",""
"신설동역자이르네 신축공사","신설동 96-48","20층/지하4층","29649","2024","25771.20","141.60","","","","","0.00","141.60",""
"케이티 청량지점","홍릉로 58(청량리동 368)","3층/지하1층","5715","2024","109.20","0.60","","","","","0.00","0.60",""
"이문휘경지웰에스테이트","휘경동 377","20층/지하3층","25819","2024","9919.00","54.50","","","","","0.00","54.50",""
"롯데캐슬피렌체 상가","정릉천동로 58(용두동 790)","14층/지하3층","51599.83","2024","1237.60","6.80","","","","","0.00","6.80",""
"롯데캐슬스카이엘65 아파트 입주자대표회의","답십리로 27(전농동 620-47)","65층/지하7층","382099","2024","16216.20","89.10","","","","","0.00","89.10",""
"해링턴플레이스","고산자로34길 70(용두동 11-1)","40층/지하6층","59775","2024","1073.80","5.90","","","","","0.00","5.90",""
"동대문구청장","천호대로 145(용두동 39-9)","9층/지하2층","33945","2024","7079.80","38.90","","","","","0.00","38.90",""
"홈플러스 동대문점","천호대로 133(용두동 33-1)","6층/지하3층","43178","2024","3057.60","16.80","","","","","0.00","16.80",""
"그레이스앤존","장한로23길 11-9(장안동 372-7)","13층/지하1층","14603","2024","182.00","1.00","","","","","0.00","1.00",""
"현대썬앤빌","장한로 91(장안동 373-3)","20층/지하4층","24262.99","2024","0.00","0.00","","","","","0.00","0.00",""
"롯데캐슬아이리스","소공로 35","32/7","10375","2024","0.00","0.00","","","0.00","","0.00","0.00",""
"리마크빌","다산로 258","22/5","55576","2024","77987.00","428.50","","","78.00","","0.00","350.50",""
"청계천 위브더제니스","다산로46길 17","38/6","131936","2024","6606.60","36.30","","","5.90","","0.00","30.40",""
"한화금융센터","세종대로 92","25/6","530011","2024","3185.00","17.50","","","","","17.50","0.00",""
"파인애비뉴","을지로 100","25/6","129999","2024","4004.00","22.00","","","1.00","","0.00","21.00",""
"동국제강(페럼타워)","을지로5길 19","28/6","55695","2024","5933.20","32.60","","","","","0.00","32.60",""
"태평로빌딩","세종대로 73","26/6","40000","2024","236.60","1.30","","","1.30","","0.00","0.00",""
"케이지타워","통일로 92","21/5","43450","2024","8426.60","46.30","","","","","46.30","0.00",""
"경희궁자이4단지","송월길 155(교북동 126)","/","","2024","54.60","0.30","","","","","0.00","0.30",""
"경희궁자이2단지","송월길 99(교남동 161)","/","","2024","15269.80","83.90","","","","","0.00","83.90",""
"경희궁자이1단지","송월길 130(행촌동 211)","/","","2024","3276.00","18.00","","","","","0.00","18.00",""
"시그나타워","삼봉로 48","23/6","40991","2024","946.40","5.20","","","","","0.00","5.20",""
"트윈 트리","율곡로 6","17/8","55785","2024","5241.60","28.80","","","","","0.00","28.80",""
"원서동 교육연구시설","원서동 106-1","3/3","1657","2024","800.80","4.40","","","","","0.00","4.40",""
"강북삼성병원","새문안로 29","15/3","19358","2024","2675.40","14.70","","","","","0.00","14.70",""
"잠실프로젝트금융투자(주)","올림픽로35가길 9(신천동 11-4)","39/4","89046","2024","7574.00","41.62","","","","","0.00","41.62",""
"잠실롯데","올림픽로 240(잠실동 40-1)","33/3","584243","2024","71504.00","392.88","","","","","0.00","392.88",""
"갤러리아팰리스","올림픽로 212(잠실동 40)","46/5","265791","2024","16642.00","91.44","","","","","0.00","91.44",""
"서울시체육시설관리사업소","올림픽로 25(잠실동 10 ,서울종합운동장 )","3/1","100151","2024","11000.00","60.44","","","","","0.00","60.44",""
"체육시설관리사업소","올림픽로 25(잠실동 10)","3/1","26095","2024","13907.00","76.41","","","","","0.00","76.41",""
"송파테라타워2","송파대로 201(문정동 642 ,현대엔지니어링 1-1블럭 )","17/4","98184.22","2024","14925.00","82.01","","","","","0.00","82.01",""
"파크하비오 오피스텔","송파대로 111(문정동 618)","19/4","604089","2024","3416.00","18.77","","","","","0.00","18.77",""
"파크하비오 푸르지오아파트","송파대로 111, 지하4층 (문정동 618)","19/4","18237","2024","29.00","0.16","","","","","0.00","0.16",""
"테라타워","문정동 651 ,문정지식산업센터3-1블럭 ), 송파대로 167","16/5","172747","2024","5837.00","32.07","","","","","0.00","32.07",""
"문정대명벨리온","문정동 641-4 ,4-3블럭 ), 법원로 127, ㈜대명건설","16/4","34140","2024","7.00","0.04","","","","","0.00","0.04",""
"문정파트너스","법원로 92(문정동 651-10)","12/4","14743","2024","6.00","0.03","","","","","0.00","0.03",""
"에이치비지니스파크","문정동 645-2 ,문정지식산업 쎈타7-2블럭 ), 법원로9길 26","15/4","82421","2024","361.00","1.98","","","","","0.00","1.98",""
"에이제이빌딩","정의로8길 9, 15층 (문정동 640-5 ,AJ빌딩(안상면) )","15/3","18379","2024","5201.00","28.58","","","","","0.00","28.58",""
"서울복합물류프로젝트금융투자(주)","장지동 674","11/5","426719","2024","97569.00","536.09","","","20.00","","30.00","486.09",""
"문정프라자","중대로 80(문정동 150-2)","3/6","74577","2024","1035.00","5.69","","","","","0.00","5.69",""
"(주)가든파이브 라이프","충민로 66(문정동 516)","11/5","426719","2024","61050.00","335.44","","","55.00","","60.00","220.44",""
"가든파이브웍스","충민로 52(문정동 289)","10/5","119537","2024","4251.00","23.36","","","","","0.00","23.36",""
"헬리오시티","송파대로 345(가락동 479 ,가락시영아파트 ), 헬리오시티1~5권역","10~35/2~3","1563379.68","2024","149450.00","821.15","","","","","0.00","821.15",""
"가락동 농수산물도매시장(1~16호(가락시장현대화))","양재대로 932(가락동 600)","18/3","54071","2024","114599.00","629.66","","23.13","","","260.02","346.52",""
"강남중앙교회","석촌호수로 162(삼전동 111-16)","8/4","4958","2024","2160.00","11.87","","","","","0.00","11.87",""
"석촌호수 효성해링턴타워","석촌호수로 210(석촌동 24-3 ,석촌호수효성해링턴타워 )","22/5","17966","2024","6611.00","36.32","","","15.00","","0.00","21.32",""
"대한불교조계종불광사","백제고분로39길 35(석촌동 160-1)","6/5","9665","2024","15500.00","85.16","","","","","0.00","85.16",""
"미켈란 호수가","석촌호수로 230(석촌동 158-5)","26/4","21056","2024","720.00","3.96","","","","","0.00","3.96",""
"한솔병원-신관있음","송파대로 445(석촌동 174-13 ,한솔병원 )","7/4","2636","2024","21.00","0.12","","","","","0.00","0.12",""
"송파씨엠빌딩","송파대로34길 29(송파동 185-5)","7/4","4432","2024","2082.00","11.44","","","","","0.00","11.44",""
"잠실대우레이크월드","석촌호수로 298(송파동 58-1)","28/5","22918","2024","18.00","0.10","","","","","0.00","0.10",""
"경남레이크파크오피스텔상가동","석촌호수로 268(송파동 32-1)","24/5","16912","2024","12.00","0.07","","","","","0.00","0.07",""
"장은빌딩","방이동44-2, (지하), 위례성대로 2","19/4","9150","2024","1385.00","7.61","","","","","0.00","7.61",""
"잠실리시온","오금로 87(방이동 22-5)","23/7","47509","2024","3583.00","19.69","","","","","0.00","2.02",""
"현대토픽스","위례성대로 6(방이동 44-3)","20/7","20453","2024","1620.00","8.90","","","","","0.00","8.90",""
"씨젠송파빌딩","오금로 81(방이동 22-3)","15/5","11216","2024","14552.00","79.96","","","","","0.00","79.96",""
"우미건설","역삼동 824-22","/","","2024","273.00","1.50","","","","","0.00","1.50",""
"KT중부유선운용센터 통신구팀","강남구 신사동 610-2","/","","2024","837.20","4.60","","","","","0.00","4.60",""
"동일건설㈜","서울특별시 강남구  (신사동 561-3)","17/4","5066.62","2024","8372.00","46.00","","","","","0.00","46.00",""
"주식회사 아난티","논현로136길11(논현동79-3)","6/5","4230.21","2024","21476.00","118.00","","","","","0.00","118.00",""
"㈜스마트라이프","세곡동","/","","2024","21312.20","117.10","","","","","0.00","117.10",""
"현대엔지니어링","서울특별시 강남구  (역삼동 831-11)","29/7","","2024","1547.00","8.50","","","","","0.00","8.50",""
"오리온 도곡 신사옥 신축공사","서울특별시 강남구  (도곡동 177-2)","10/6","22333.78","2024","1638.00","9.00","","","","","0.00","9.00",""
"(주)한라인더스트리 공사현장","테헤란로33길 12(역삼동678-18)","0/0","37","2024","473.20","2.60","","","","","0.00","2.60",""
"LG역삼 에클라트","테헤란로20길 19(역삼동 736-24)","12/4","24532.6","2024","36.40","0.20","","","","","0.00","0.20",""
"비제바노빌딩","강남대로 464(역삼동 809)","7/4","10476.39","2024","0.00","0.00","","","","","0.00","0.00",""
"유호산업개발","테헤란로19길 70(역삼동626-9)","2/2","662.42","2024","0.00","0.00","","","","","0.00","0.00",""
"에이원 청담빌딩","도산대로55길48(청담동83-2)","5/3","2401.8","2024","0.00","0.00","","","","","0.00","0.00",""
"광림교회 목자관","압구정로22길 32(신사동 568-21)","5/1","245.8","2024","54.60","0.30","","","","","0.00","0.30",""
"강남엑슬루 프라임 공사현장","자곡로172(자곡동 650)","0/0","5903.6","2024","0.00","0.00","","","","","0.00","0.00",""
"근린생활시설","논현로 156(도곡동 515-1)","7/3","4588.53","2024","0.00","0.00","","","","","0.00","0.00",""
